house_id,size_sqft,bedrooms,age,distance_city_km,price
36854,1923.0,7,53.0,35.41,314485.47
36855,3599.0,4,8.0,30.05,536257.76
36856,3199.0,5,23.0,27.04,488358.94
36857,818.0,3,50.0,45.8,67505.13
36858,3796.0,2,40.0,46.97,505777.04
36859,1101.0,0,-1.0,4.52,185558.15
36860,1293.0,6,2.0,12.22,213780.02
36861,2541.0,4,48.0,19.75,345449.5
36862,1889.0,1,53.0,5.14,253138.93
36863,2915.0,1,15.0,46.22,428120.52
36864,1595.0,3,15.0,38.73,247532.76
36865,1504.0,2,7.0,1.16,251251.97
36866,2510.0,4,-3.0,29.82,396675.3
36867,1009.0,4,31.0,32.21,154408.67
36868,839.0,0,17.0,44.13,94866.4
36869,2583.0,2,33.0,22.9,339632.98
36870,1627.0,4,31.0,11.83,241406.75
36871,2380.0,5,34.0,18.28,369853.66
36872,3826.0,6,17.0,18.48,611805.08
36873,1170.0,5,34.0,18.34,186292.84
36874,3902.0,2,66.0,32.72,501781.58
36875,2589.0,0,11.0,31.22,356514.05
36876,3934.0,2,54.0,28.84,542861.21
36877,2358.0,6,56.0,38.64,370712.56
36878,3282.0,0,42.0,44.32,400157.71
36879,2855.0,2,35.0,28.69,397909.49
36880,1869.0,5,7.0,16.67,337383.12
36881,2193.0,1,,36.7,279276.91
36882,2644.0,2,30.0,36.89,385907.99
36883,3667.0,6,3.0,44.07,548759.41
36884,2291.0,2,56.0,46.3,272824.79
36885,785.0,7,1.0,11.02,175543.19
36886,1741.0,4,54.0,14.21,292062.32
36887,1946.0,5,69.0,13.36,289138.95
36888,1312.0,6,47.0,9.3,205868.09
36889,3227.0,5,40.0,43.53,461184.04
36890,1412.0,7,23.0,29.7,259396.67
36891,2274.0,5,1.0,15.84,386974.85
36892,2012.0,1,20.0,10.74,270917.62
36893,3170.0,0,46.0,21.68,448749.83
36894,1763.0,6,44.0,13.02,262060.13
36895,932.0,0,40.0,44.04,84479.16
36896,3271.0,3,17.0,37.61,461557.72
36897,2606.0,6,18.0,32.64,433337.01
36898,3127.0,5,-5.0,22.73,530553.15
36899,1425.0,5,25.0,3.9,259757.16
36900,666.0,3,16.0,44.15,85108.61
36901,2115.0,0,33.0,12.9,290070.89
36902,1959.0,5,37.0,48.24,275119.69
36903,2111.0,6,37.0,26.37,334986.1
36904,2765.0,1,68.0,15.49,369042.11
36905,3822.0,0,41.0,27.86,530629.55
36906,913.0,5,18.0,17.72,144353.12
36907,3689.0,three,11.0,36.44,519445.77
36908,3232.0,5,29.0,23.1,499592.69
36909,3654.0,3,59.0,30.6,525846.68
36910,1984.0,3,10.0,5.21,311781.71
36911,1370.0,7,39.0,33.81,224574.58
36912,3335.0,5,42.0,9.83,544468.32
36913,838.0,6,19.0,6.66,181784.63
36914,441.0,2,2.0,27.1,35503.56
36915,771.0,5,6.0,40.29,131538.37
36916,1918.0,3,16.0,40.72,257292.76
36917,1500.0,6,13.0,23.65,248021.52
36918,1129.0,5,30.0,35.57,137478.2
36919,3949.0,4,4.0,47.89,582898.7
36920,2135.0,5,-3.0,39.69,339734.03
36921,777.0,7,14.0,20.45,155544.14
36922,3023.0,1,53.0,42.82,393212.91
36923,762.0,7,3.0,25.0,134639.22
36924,2787.0,2,38.0,31.45,389715.02
36925,1021.0,2,63.0,39.14,147168.17
36926,3290.0,1,53.0,47.54,
36927,427.0,6,18.0,41.63,70656.43
36928,1626.0,0,-5.0,30.21,205080.44
36929,984.0,5,2.0,35.27,144685.29
36930,3763.0,0,26.0,39.37,524037.78
36931,533.0,3,43.0,28.91,65622.41
36932,2475.0,6,52.0,45.83,376512.36
36933,668.0,7,67.0,29.98,114152.33
36934,2300.0,3,26.0,9.59,357626.41
36935,3598.0,,66.0,21.77,509205.45
36936,2534.0,3,13.0,3.4,414419.75
36937,3518.0,2,62.0,39.67,468040.38
36938,,4,16.0,6.85,22078.63
36939,3206.0,4,40.0,47.65,447152.85
36940,612.0,0,63.0,26.08,56111.1
36941,1974.0,7,17.0,29.04,340239.1
36942,2855.0,three,32.0,42.93,389801.73
36943,730.0,4,42.0,29.53,103300.29
36944,3516.0,0,27.0,6.29,539189.57
36945,2025.0,4,14.0,43.22,304190.19
36946,3007.0,three,11.0,46.74,491649.44
36947,2745.0,7,65.0,48.61,427787.91
36948,3939.0,three,2.0,37.85,551734.16
36949,3469.0,2,33.0,23.54,494344.21
36950,"1,000",4,53.0,18.24,375500.33
36951,2732.0,0,43.0,7.16,387906.82
36952,1677.0,1,14.0,29.57,229957.65
36953,2515.0,0,24.0,34.64,329593.78
36954,3969.0,3,59.0,23.02,564670.01
36955,993.0,7,67.0,45.97,161185.16
36956,1802.0,7,-5.0,2.06,327856.36
36957,3005.0,7,37.0,45.96,440812.06
36958,2249.0,3,45.0,11.01,341387.01
36959,1547.0,1,36.0,7.49,208325.52
36960,559.0,0,69.0,17.56,13004.62
36961,2187.0,3,5.0,28.81,345733.16
36962,2798.0,2,5.0,18.44,422410.42
36963,3735.0,3,26.0,1.88,543276.48
36964,3854.0,5,44.0,11.08,590764.73
36965,3226.0,3,19.0,39.58,462474.48
36966,2123.0,5,1.0,26.79,340269.37
36967,2850.0,4,60.0,36.25,396933.94
36968,2111.0,2,44.0,11.04,300310.42
36969,2208.0,0,20.0,10.37,339468.44
36970,2638.0,2,44.0,49.88,329754.57
36971,3993.0,2,68.0,3.73,549831.65
36972,3505.0,5,24.0,36.73,520140.11
36973,647.0,6,26.0,14.36,104707.81
36974,3086.0,6,10.0,2.02,516467.27
36975,2796.0,6,13.0,3.63,479734.81
36976,3906.0,2,9.0,5.34,623649.46
36977,3388.0,7,13.0,45.04,520375.4
36978,3755.0,three,-5.0,34.19,515077.18
36979,417.0,7,38.0,6.91,92205.27
36980,1519.0,4,35.0,40.75,206066.92
36981,1843.0,1,51.0,24.58,262021.46
36982,1556.0,2,4.0,41.64,213424.35
36983,993.0,5,60.0,48.02,122685.97
36984,3341.0,2,24.0,22.57,483963.3
36985,3295.0,1,20.0,3.29,493191.62
36986,2450.0,0,42.0,8.46,345696.73
36987,3861.0,1,3.0,23.25,591281.58
36988,3824.0,three,50.0,30.73,541170.27
36989,715.0,5,7.0,28.7,132333.07
36990,2655.0,3,29.0,1.85,427331.97
36991,1211.0,0,,21.87,155195.56
36992,1745.0,6,41.0,30.24,272338.84
36993,3974.0,4,52.0,43.44,575051.51
36994,2641.0,4,42.0,48.94,375007.31
36995,3307.0,4,28.0,1.02,512224.19
36996,3779.0,4,43.0,39.58,545978.77
36997,651.0,5,36.0,41.89,96046.08
36998,2064.0,6,53.0,35.01,305180.17
36999,3467.0,3,18.0,23.33,521852.96
37000,3604.0,2,17.0,17.31,542688.92
37001,467.0,2,-5.0,0.62,88155.55
37002,1799.0,0,4.0,43.76,216867.24
37003,1132.0,1,32.0,35.1,131190.8
37004,1745.0,3,5.0,1.85,293760.7
37005,734.0,4,28.0,27.89,94383.5
37006,788.0,4,66.0,25.87,104727.05
37007,2699.0,3,68.0,28.91,342593.22
37008,3914.0,5,0.0,12.86,608151.96
37009,3438.0,0,47.0,10.4,495041.75
37010,1038.0,5,53.0,28.87,148263.09
37011,2089.0,1,39.0,34.65,283462.79
37012,3869.0,2,65.0,0.71,548505.99
37013,3000.0,4,55.0,34.23,447012.59
37014,888.0,6,31.0,43.13,148593.27
37015,3546.0,3,62.0,27.88,484504.74
37016,866.0,5,53.0,11.64,151821.92
37017,2905.0,0,43.0,2.65,381285.32
37018,2371.0,6,42.0,20.18,396934.36
37019,1977.0,5,35.0,35.63,283219.33
37020,1121.0,5,27.0,21.67,168807.35
37021,2379.0,7,66.0,8.37,360067.19
37022,3979.0,2,7.0,4.46,611425.81
37023,783.0,2,23.0,39.61,72830.37
37024,2792.0,1,57.0,21.49,382411.05
37025,3870.0,2,41.0,13.95,549100.96
37026,3957.0,4,68.0,47.84,558358.99
37027,3324.0,6,33.0,43.31,485603.13
37028,3632.0,6,49.0,43.9,515835.29
37029,3182.0,5,23.0,6.35,502829.86
37030,2612.0,0,10.0,13.68,381515.02
37031,3902.0,7,39.0,23.49,601636.19
37032,1075.0,0,11.0,7.65,128280.93
37033,3925.0,4,8.0,45.8,578389.29
37034,1147.0,6,42.0,8.84,203206.96
37035,573.0,1,49.0,48.51,13702.47
37036,3523.0,3,22.0,5.97,536101.47
37037,2559.0,1,65.0,15.5,344746.94
37038,3799.0,1,60.0,30.95,523853.26
37039,1543.0,2,69.0,28.97,186539.21
37040,2522.0,6,45.0,24.15,393866.63
37041,1286.0,5,30.0,26.67,199311.49
37042,2476.0,1,9.0,39.37,364542.42
37043,1681.0,0,16.0,18.44,233105.32
37044,2983.0,7,69.0,27.04,457362.77
37045,2209.0,3,15.0,14.64,346198.61
37046,2224.0,7,60.0,12.64,376748.88
37047,2312.0,1,69.0,15.82,293754.97
37048,3197.0,4,39.0,47.13,438647.09
37049,3172.0,6,36.0,25.42,495291.33
37050,2277.0,6,-4.0,22.86,352908.17
37051,816.0,7,4.0,28.05,154529.42
37052,2607.0,3,20.0,5.59,415086.4
37053,816.0,7,60.0,29.34,147534.47
37054,1079.0,5,60.0,31.84,163641.35
37055,2637.0,2,60.0,46.92,331035.93
37056,,0,50.0,19.11,-64196.19
37057,1705.0,7,8.0,24.14,300795.22
37058,3114.0,5,52.0,32.42,466590.88
37059,3481.0,6,55.0,24.02,519778.35
37060,3316.0,three,46.0,49.95,455909.19
37061,3329.0,6,65.0,16.57,498474.04
37062,2006.0,4,28.0,36.67,290410.45
37063,1120.0,5,59.0,38.0,160236.19
37064,2490.0,5,23.0,29.13,380008.54
37065,3923.0,1,53.0,17.34,551224.77
37066,880.0,7,25.0,29.69,162776.19
37067,2701.0,4,15.0,6.11,430739.38
37068,1022.0,0,-3.0,28.39,95681.02
37069,2468.0,3,3.0,32.3,359647.36
37070,1729.0,4,31.0,19.7,261446.65
37071,,6,46.0,8.86,3468.22
37072,2381.0,0,52.0,21.72,293238.55
37073,1515.0,3,63.0,20.81,172132.58
37074,1603.0,6,,3.81,286146.7
37075,3361.0,3,57.0,36.11,465152.66
37076,3077.0,3,37.0,15.69,454116.42
37077,3096.0,4,56.0,10.43,473586.41
37078,586.0,7,22.0,18.85,85362.15
37079,1149.0,0,6.0,24.67,134496.65
37080,2875.0,3,6.0,14.88,434991.68
37081,1621.0,2,40.0,35.46,189972.56
37082,497.0,1,45.0,15.92,28331.44
37083,3026.0,6,25.0,28.43,495483.8
37084,2721.0,4,1.0,18.14,434439.23
37085,3554.0,2,13.0,48.11,497421.1
37086,2434.0,1,46.0,12.87,333089.64
37087,3928.0,3,30.0,11.0,598020.0
37088,540.0,4,60.0,38.58,67078.26
37089,3511.0,3,9.0,21.67,520463.31
37090,1492.0,2,23.0,5.16,224272.75
37091,3006.0,7,16.0,,522469.61
37092,3062.0,6,60.0,30.41,466869.29
37093,2291.0,6,0.0,26.35,371526.78
37094,2215.0,1,50.0,2.86,299642.11
37095,3636.0,0,11.0,,547779.94
37096,2747.0,2,26.0,46.77,364538.99
37097,957.0,6,55.0,30.29,125395.83
37098,1467.0,3,13.0,22.26,233318.09
37099,1498.0,7,68.0,24.64,241956.7
37100,3787.0,1,67.0,29.08,509301.0
37101,3065.0,5,1.0,39.3,478681.67
37102,3325.0,3,-2.0,36.37,470951.91
37103,2521.0,three,69.0,30.54,361991.05
37104,1810.0,5,24.0,5.26,309710.52
37105,3488.0,5,16.0,29.73,538209.01
37106,2818.0,3,54.0,41.76,373733.26
37107,3650.0,4,50.0,48.97,493760.64
37108,660.0,0,-1.0,18.56,89944.72
37109,3444.0,5,-4.0,19.8,545483.48
37110,902.0,3,13.0,35.22,111533.78
37111,,3,10.0,16.75,20644.56
37112,3319.0,3,1.0,38.54,495031.46
37113,1505.0,1,29.0,47.58,184558.1
37114,1642.0,7,-1.0,27.76,255828.56
37115,1352.0,4,8.0,44.2,206821.69
37116,3246.0,5,68.0,7.68,487659.29
37117,476.0,0,34.0,21.7,14606.55
37118,843.0,6,40.0,27.03,144872.04
37119,2241.0,0,64.0,16.72,249077.6
37120,1829.0,4,16.0,21.47,271932.81
37121,2143.0,1,28.0,48.64,261801.85
37122,1071.0,7,21.0,19.91,207943.96
37123,1825.0,0,63.0,29.86,207523.94
37124,1328.0,1,26.0,11.19,186433.48
37125,2255.0,0,31.0,6.56,341114.99
37126,765.0,6,64.0,16.49,113616.67
37127,764.0,2,-1.0,44.78,89749.8
37128,1077.0,2,6.0,41.96,154229.75
37129,2605.0,1,64.0,1.94,420329.59
37130,2958.0,6,-2.0,26.64,483626.26
37131,2383.0,0,69.0,27.15,318060.26
37132,772.0,1,32.0,38.17,90564.05
37133,1436.0,5,59.0,29.83,200045.56
37134,1628.0,,25.0,1.84,242909.47
37135,2643.0,three,53.0,9.32,412146.98
37136,2953.0,0,,44.58,421876.17
37137,1173.0,0,27.0,18.01,134617.22
37138,2292.0,2,60.0,30.29,315547.09
37139,862.0,6,66.0,49.62,96010.92
37140,3951.0,6,52.0,3.34,606089.83
37141,964.0,6,10.0,40.68,147704.35
37142,2953.0,6,57.0,42.37,443002.05
37143,1942.0,3,65.0,48.15,241929.13
37144,558.0,1,50.0,47.48,7069.82
37145,3047.0,6,-5.0,43.56,463454.61
37146,2385.0,2,-1.0,8.69,383850.1
37147,2391.0,5,59.0,22.76,363111.26
37148,"1,000",5,12.0,15.1,142774.62
37149,3158.0,6,40.0,41.46,458180.87
37150,1280.0,5,19.0,10.8,222748.75
37151,3844.0,2,60.0,46.51,510619.69
37152,3280.0,5,26.0,39.22,500935.06
37153,3573.0,3,57.0,14.73,528562.83
37154,1431.0,6,44.0,21.48,221596.96
37155,2372.0,0,46.0,6.54,306459.69
37156,3501.0,5,43.0,49.99,508523.24
37157,2824.0,1,53.0,7.14,407291.82
37158,2402.0,3,16.0,26.83,370046.41
37159,3916.0,4,-4.0,22.39,631520.8
37160,2019.0,0,5.0,17.39,328446.37
37161,1468.0,6,52.0,31.04,239173.09
37162,1019.0,4,47.0,5.22,156596.05
37163,1988.0,three,12.0,47.38,267181.32
37164,2479.0,3,54.0,13.83,364205.91
37165,2309.0,5,19.0,37.12,381477.57
37166,3917.0,2,22.0,24.16,586173.54
37167,2050.0,4,36.0,46.32,287260.65
37168,401.0,5,7.0,29.3,94550.0
37169,3292.0,2,5.0,15.01,493665.98
37170,2071.0,7,24.0,15.38,321555.69
37171,2159.0,4,50.0,15.58,307809.78
37172,1727.0,2,38.0,36.19,215855.72
37173,1181.0,7,29.0,8.36,226832.45
37174,2148.0,5,53.0,3.67,348212.17
37175,688.0,7,52.0,43.12,119657.65
37176,2483.0,4,45.0,7.74,404884.37
37177,3274.0,7,26.0,12.69,536911.92
37178,1621.0,6,45.0,17.77,243921.56
37179,1620.0,6,65.0,9.61,279015.73
37180,3647.0,5,40.0,23.99,527431.73
37181,685.0,7,55.0,32.29,113909.03
37182,1835.0,3,4.0,11.54,279255.35
37183,1848.0,1,3.0,32.96,271487.06
37184,3291.0,7,59.0,5.83,517270.02
37185,3529.0,1,60.0,30.15,478267.12
37186,2488.0,1,-4.0,42.75,355485.05
37187,2970.0,1,29.0,16.52,384553.84
37188,3733.0,1,44.0,18.78,522697.54
37189,547.0,0,45.0,30.13,40308.56
37190,2026.0,2,64.0,20.95,250745.56
37191,3884.0,3,30.0,30.8,579796.01
37192,728.0,7,12.0,20.55,156823.88
37193,3215.0,0,-3.0,24.59,455582.48
37194,3703.0,7,36.0,33.75,580841.34
37195,3135.0,2,69.0,15.49,436440.23
37196,726.0,4,50.0,36.14,60490.9
37197,3812.0,7,35.0,36.4,
37198,609.0,3,6.0,9.0,140261.13
37199,3853.0,4,19.0,37.36,587865.01
37200,1950.0,3,25.0,40.22,261412.6
37201,3985.0,4,66.0,14.78,610235.17
37202,1520.0,3,28.0,49.71,180028.09
37203,3585.0,3,69.0,8.74,514217.72
37204,2906.0,5,27.0,31.52,452539.86
37205,2756.0,1,19.0,37.17,409647.22
37206,582.0,2,68.0,16.39,45331.09
37207,1365.0,2,62.0,10.75,177330.92
37208,571.0,0,0.0,27.41,65954.95
37209,3145.0,three,-3.0,30.69,448911.48
37210,"1,000",6,12.0,26.52,91325.21
37211,3796.0,0,11.0,1.76,551416.99
37212,1053.0,5,8.0,17.17,159817.35
37213,3844.0,6,31.0,10.91,598565.87
37214,3836.0,3,22.0,43.94,548895.97
37215,684.0,7,33.0,30.16,127631.69
37216,2627.0,0,49.0,9.89,362292.67
37217,1709.0,1,28.0,16.01,261104.48
37218,2459.0,7,-1.0,30.2,398987.62
37219,1130.0,5,55.0,34.44,189588.76
37220,622.0,1,-2.0,,101036.33
37221,1022.0,1,42.0,46.6,110014.63
37222,876.0,three,-4.0,10.76,138850.54
37223,3946.0,6,30.0,4.66,613317.98
37224,2060.0,6,66.0,23.44,321201.62
37225,852.0,0,48.0,20.38,96743.14
37226,1176.0,1,22.0,4.59,182897.09
37227,3497.0,2,42.0,25.13,469844.87
37228,1285.0,6,33.0,26.7,180280.81
37229,1962.0,3,36.0,3.76,294812.16
37230,3998.0,1,55.0,17.18,554496.18
37231,3934.0,7,56.0,23.2,594470.4
37232,1905.0,1,17.0,47.22,228511.19
37233,1181.0,7,54.0,29.55,188761.01
37234,2193.0,2,68.0,15.22,280040.65
37235,1213.0,1,49.0,10.61,153585.7
37236,1237.0,7,0.0,3.5,271769.61
37237,766.0,2,0.0,11.15,99925.61
37238,898.0,7,-3.0,34.24,170980.3
37239,1547.0,3,30.0,42.97,198835.51
37240,735.0,4,46.0,14.49,135687.83
37241,2520.0,0,28.0,21.14,383702.25
37242,507.0,4,41.0,37.69,58613.38
37243,3586.0,2,47.0,33.29,498630.42
37244,3295.0,5,16.0,13.6,505499.2
37245,2875.0,1,50.0,21.32,403749.71
37246,3173.0,6,5.0,19.03,480035.71
37247,930.0,5,29.0,23.71,138521.77
37248,1031.0,3,57.0,48.56,102074.77
37249,2519.0,3,0.0,47.73,353187.79
37250,3515.0,5,16.0,24.85,557300.51
37251,3772.0,5,5.0,32.38,569299.35
37252,1293.0,6,-4.0,16.71,215608.16
37253,1124.0,3,,48.8,165196.16
37254,3026.0,0,10.0,21.4,407017.05
37255,2142.0,0,62.0,8.73,261448.1
37256,,4,68.0,2.74,-18080.2
37257,1957.0,2,0.0,31.29,273798.59
37258,544.0,4,-1.0,15.38,78804.33
37259,3657.0,6,60.0,1.35,572287.17
37260,1247.0,2,20.0,1.97,179098.78
37261,1787.0,0,50.0,37.09,218832.28
37262,2828.0,5,24.0,43.34,398693.54
37263,2077.0,5,5.0,31.31,336318.18
37264,768.0,0,59.0,24.32,59411.06
37265,1464.0,0,59.0,32.39,150355.09
37266,1876.0,0,54.0,16.06,235691.34
37267,2957.0,7,43.0,34.32,467173.75
37268,3782.0,1,-2.0,14.19,535223.83
37269,2596.0,5,61.0,46.05,349485.34
37270,1711.0,6,59.0,0.64,300397.96
37271,3935.0,1,-4.0,17.51,596969.82
37272,1031.0,2,10.0,17.21,127701.4
37273,3480.0,4,64.0,39.39,509493.54
37274,948.0,1,48.0,12.87,133742.8
37275,2175.0,6,61.0,34.16,333796.83
37276,664.0,7,69.0,32.48,102592.35
37277,2212.0,3,5.0,26.72,334197.26
37278,,6,67.0,12.02,4327.49
37279,1175.0,7,1.0,36.35,201234.04
37280,1703.0,4,39.0,25.22,278026.59
37281,479.0,4,46.0,27.61,51497.65
37282,2542.0,1,10.0,17.46,366511.38
37283,3875.0,7,17.0,45.06,
37284,660.0,5,11.0,15.86,143202.4
37285,3393.0,2,65.0,26.73,459411.3
37286,2812.0,1,51.0,9.46,396771.42
37287,3345.0,4,57.0,9.75,500374.93
37288,850.0,3,67.0,4.66,116277.08
37289,3017.0,7,39.0,39.4,450051.42
37290,,3,25.0,30.19,-4786.35
37291,2664.0,5,0.0,18.68,435438.56
37292,1069.0,3,53.0,32.05,148636.44
37293,3486.0,5,69.0,0.08,506538.22
37294,2924.0,4,57.0,4.64,459192.04
37295,2833.0,3,59.0,14.79,421262.53
37296,3925.0,3,20.0,1.48,590478.23
37297,3308.0,0,11.0,45.88,430730.2
37298,2419.0,0,66.0,42.93,285766.63
37299,3593.0,3,35.0,24.37,540542.67
37300,3749.0,6,-4.0,49.0,564743.89
37301,2133.0,1,49.0,16.57,259884.65
37302,3564.0,1,59.0,7.39,
37303,2253.0,7,5.0,45.22,355350.98
37304,480.0,0,41.0,12.04,27590.5
37305,3695.0,7,6.0,4.87,595222.32
37306,2529.0,7,2.0,20.21,423780.17
37307,2600.0,2,27.0,20.21,381828.45
37308,1953.0,2,68.0,,303685.54
37309,1145.0,3,,11.29,188555.05
37310,3133.0,7,32.0,,510105.78
37311,1626.0,5,4.0,35.23,272428.74
37312,2900.0,1,36.0,8.78,409203.19
37313,1230.0,7,-3.0,16.78,241507.23
37314,1605.0,7,55.0,41.06,233555.54
37315,3340.0,5,43.0,17.11,519356.13
37316,,3,66.0,13.62,-31160.46
37317,1723.0,3,36.0,32.66,254915.63
37318,1101.0,1,66.0,37.28,101950.68
37319,3965.0,2,66.0,25.67,550507.55
37320,2901.0,1,25.0,46.52,372160.98
37321,3546.0,4,42.0,30.95,562394.66
37322,1655.0,1,19.0,34.29,207954.34
37323,"1,000",6,16.0,39.95,72269.58
37324,1647.0,4,8.0,37.31,259615.05
37325,3981.0,1,38.0,11.14,561735.1
37326,915.0,5,54.0,12.9,160886.02
37327,1748.0,5,53.0,40.05,206735.1
37328,1227.0,5,59.0,17.82,207179.02
37329,3937.0,0,17.0,9.52,560573.7
37330,3464.0,2,65.0,5.13,509916.5
37331,3799.0,0,40.0,41.26,500175.19
37332,3725.0,,26.0,12.05,544940.39
37333,"1,000",5,8.0,49.24,214354.1
37334,1973.0,3,60.0,11.2,313634.28
37335,"1,000",6,38.0,44.48,98319.49
37336,2660.0,2,16.0,22.6,400588.23
37337,3493.0,three,65.0,15.07,560989.82
37338,1481.0,1,-5.0,14.52,189900.79
37339,491.0,6,17.0,49.75,91823.59
37340,1612.0,7,29.0,24.71,
37341,2081.0,7,-3.0,39.14,306687.86
37342,1106.0,1,28.0,22.6,152380.86
37343,2780.0,0,11.0,9.11,396389.48
37344,1590.0,5,66.0,17.77,229592.63
37345,553.0,4,35.0,21.0,65476.44
37346,2464.0,6,43.0,30.56,389323.73
37347,1217.0,4,34.0,33.76,170381.4
37348,2607.0,2,48.0,18.92,371038.04
37349,2559.0,5,58.0,45.65,372694.91
37350,3766.0,3,5.0,39.12,541917.65
37351,1512.0,6,24.0,33.91,244851.4
37352,1663.0,7,24.0,44.6,235707.5
37353,3375.0,4,67.0,0.78,516286.37
37354,1639.0,2,58.0,38.43,186494.14
37355,3335.0,3,26.0,5.81,522145.15
37356,1226.0,2,4.0,21.38,173136.27
37357,1047.0,6,29.0,49.23,139094.61
37358,,6,5.0,28.33,41291.18
37359,1156.0,1,0.0,15.0,154259.55
37360,2477.0,5,48.0,7.25,375259.56
37361,3804.0,5,7.0,1.98,625212.0
37362,1802.0,5,27.0,20.46,301727.45
37363,3716.0,7,23.0,6.36,611782.13
37364,3208.0,3,39.0,9.03,486539.59
37365,3956.0,2,24.0,16.08,604000.0
37366,3548.0,2,18.0,18.89,531411.47
37367,2477.0,1,24.0,,334504.82
37368,,6,60.0,11.5,9500.33
37369,3821.0,0,50.0,13.34,549772.06
37370,3057.0,3,40.0,48.93,423428.18
37371,2174.0,1,40.0,12.25,300977.67
37372,1312.0,5,50.0,3.78,206156.5
37373,871.0,7,16.0,32.17,154769.24
37374,1880.0,4,33.0,11.65,277117.02
37375,2629.0,0,3.0,1.47,375421.08
37376,2850.0,1,45.0,47.19,366942.37
37377,2990.0,1,56.0,37.13,397414.83
37378,552.0,5,40.0,15.24,71894.53
37379,3824.0,5,33.0,44.66,554839.54
37380,3765.0,3,10.0,0.29,579252.3
37381,2186.0,2,30.0,28.05,310826.7
37382,2886.0,5,-2.0,7.83,468449.76
37383,3265.0,1,34.0,35.19,467371.65
37384,2228.0,1,36.0,40.74,271214.19
37385,3720.0,4,68.0,29.32,550034.41
37386,3325.0,0,-2.0,43.53,444185.69
37387,2610.0,3,59.0,33.12,357451.46
37388,495.0,2,23.0,21.82,62927.31
37389,1551.0,6,17.0,28.02,247279.97
37390,1355.0,6,14.0,2.99,213187.36
37391,3941.0,6,12.0,,644558.29
37392,3410.0,4,36.0,33.68,526286.05
37393,3034.0,3,-1.0,33.08,448157.51
37394,1639.0,2,2.0,4.38,271714.69
37395,2801.0,0,11.0,24.63,370515.61
37396,3117.0,0,21.0,37.45,425377.28
37397,3614.0,5,47.0,22.81,562765.52
37398,2010.0,1,-4.0,24.09,305532.01
37399,2275.0,2,61.0,0.03,340442.92
37400,2663.0,3,57.0,38.84,364079.36
37401,3033.0,,18.0,22.43,436844.74
37402,2870.0,6,47.0,10.79,452846.41
37403,2954.0,6,69.0,33.49,437798.83
37404,1778.0,4,11.0,3.85,301052.82
37405,3257.0,7,59.0,31.57,476404.48
37406,2986.0,1,36.0,30.73,368985.45
37407,753.0,0,59.0,35.58,51177.47
37408,1805.0,5,33.0,9.0,303137.09
37409,474.0,6,22.0,32.11,93365.39
37410,1836.0,7,59.0,26.51,257786.59
37411,2893.0,3,68.0,23.88,405772.94
37412,3642.0,1,,0.39,582439.34
37413,1119.0,5,21.0,20.34,182819.19
37414,2332.0,5,8.0,20.4,368836.08
37415,1300.0,7,45.0,5.14,274173.01
37416,2797.0,3,23.0,8.41,404570.41
37417,3841.0,7,24.0,11.51,636508.76
37418,1345.0,5,41.0,16.21,197101.54
37419,745.0,7,36.0,,134988.89
37420,3672.0,4,13.0,43.37,560895.75
37421,1492.0,2,3.0,10.67,213565.66
37422,1010.0,7,38.0,14.64,204526.5
37423,1014.0,3,51.0,15.5,154386.15
37424,3654.0,1,69.0,20.01,481403.14
37425,714.0,3,55.0,1.42,99109.23
37426,2167.0,7,64.0,43.1,311730.61
37427,3856.0,4,11.0,0.86,612820.76
37428,1106.0,7,26.0,34.08,199233.3
37429,1705.0,1,18.0,27.78,232026.85
37430,1745.0,3,44.0,22.1,266049.8
37431,2539.0,7,39.0,38.12,389242.3
37432,547.0,0,21.0,48.32,2547.93
37433,1769.0,7,45.0,40.7,314111.71
37434,2321.0,0,27.0,49.21,264196.07
37435,"1,000",3,37.0,27.27,564122.16
37436,2819.0,1,0.0,12.27,422567.95
37437,3492.0,3,37.0,15.85,488994.04
37438,2378.0,1,-1.0,23.98,363565.51
37439,1415.0,6,41.0,20.74,222298.82
37440,1950.0,3,3.0,29.93,282176.98
37441,1711.0,7,13.0,39.13,281614.2
37442,2611.0,6,5.0,10.67,484185.17
37443,861.0,5,10.0,16.31,155712.43
37444,2226.0,5,,0.93,385595.31
37445,1560.0,4,17.0,9.53,253885.82
37446,,1,14.0,31.72,-14660.18
37447,3956.0,3,60.0,47.0,544540.58
37448,878.0,6,7.0,0.14,186921.97
37449,1064.0,4,5.0,35.88,171445.32
37450,3896.0,2,-4.0,44.62,556384.86
37451,1211.0,7,0.0,37.17,214949.97
37452,1905.0,1,34.0,26.55,260790.03
37453,1472.0,2,63.0,37.89,181764.76
37454,2630.0,,62.0,39.52,297155.48
37455,1566.0,6,55.0,9.01,257766.49
37456,3326.0,1,25.0,11.3,486117.13
37457,2165.0,3,12.0,45.44,294640.39
37458,3149.0,4,-3.0,34.49,523424.96
37459,1449.0,4,14.0,20.99,242986.32
37460,1337.0,,51.0,49.08,128283.36
37461,1714.0,3,10.0,20.78,249506.83
37462,1340.0,7,53.0,26.85,240843.57
37463,2479.0,2,5.0,19.17,401283.76
37464,3919.0,3,68.0,14.73,586099.8
37465,3267.0,4,3.0,27.19,
37466,1007.0,2,17.0,15.71,148535.63
37467,1027.0,6,66.0,13.33,174354.64
